기준년도,시군명,지역교육청명,지역명,학교명,학교급명,설립구분명,주야간명,제외여부,제외사유,1학년수(명),2학년수(명),3학년수(명),4학년수(명),5학년수(명),6학년수(명),특수학급학생수(명),순회학급학생수(명),합계사항(명)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,연성초등학교,,공립,,N,,60,88,82,79,99,108,4,0,520(4)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,옥터초등학교,,공립,,N,,61,54,60,52,54,45,5,0,331(5)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,하중초등학교,,공립,,N,,71,92,110,127,130,131,9,0,670(9)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,함현초등학교,,공립,,N,,86,89,96,95,98,112,7,0,583(7)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥능곡초등학교,,공립,,N,,113,130,125,153,174,152,7,0,854(7)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,웃터골초등학교,,공립,,N,,90,85,50,60,59,64,4,0,412(4)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,승지초등학교,,공립,,N,,76,85,72,80,77,82,7,0,479(7)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥중학교,,공립,주간,N,,183,243,226,8,,,,0,660(8)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,신천중학교,,공립,주간,N,,79,127,167,16,,,,0,389(16)
2018,시흥시,경기도교육청,경기도 시흥시,시흥매화고등학교,,공립,주간,N,,208,223,245,6,,,,0,682(6)
2018,시흥시,경기도교육청,경기도 시흥시,신천고등학교,,공립,주간,N,,258,278,303,18,,,,0,857(18)
2018,시흥시,경기도교육청,경기도 시흥시,배곧고등학교,,공립,주간,N,,307,325,287,3,,,,0,922(3)
2018,시흥시,경기도교육청,경기도 시흥시,시화공업고등학교,,공립,주간,N,,104,154,227,11,,,,0,496(11)
2018,시흥시,경기도교육청,경기도 시흥시,은행고등학교,,공립,주간,N,,284,360,449,21,,,,0,1114(21)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,월곶중학교,,공립,주간,N,,130,149,131,5,,,,0,415(5)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,시화중학교,,공립,주간,N,,82,120,151,4,,,,0,357(4)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,논곡중학교,,공립,주간,N,,66,87,94,2,,,,0,249(2)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,군자중학교,,공립,주간,N,,224,224,216,9,,,,4,677(13)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,대흥중학교,,공립,주간,N,,108,123,160,6,,,,0,397(6)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,서해중학교,,공립,주간,N,,241,215,231,7,,,,0,694(7)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,한국글로벌중학교,,사립,주간,N,,49,49,51,3,,,,0,152(3)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,소래중학교,,공립,주간,N,,244,292,325,0,,,,0,861(0)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,송운중학교,,공립,주간,N,,197,203,235,7,,,,0,642(7)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥은행중학교,,공립,주간,N,,334,313,304,8,,,,0,959(8)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥능곡중학교,,공립,주간,N,,213,233,221,5,,,,0,672(5)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,응곡중학교,,공립,주간,N,,185,180,202,0,,,,4,571(4)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥매화중학교,,공립,주간,N,,116,137,122,5,,,,0,380(5)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,은계중학교,,공립,주간,N,,174,241,229,3,,,,0,647(3)
2018,시흥시,경기도교육청,경기도 시흥시,시흥능곡고등학교,,공립,주간,N,,326,337,329,12,,,,0,1004(12)
2018,시흥시,경기도교육청,경기도 시흥시,장곡고등학교,,공립,주간,N,,220,268,303,11,,,,0,802(11)
2018,시흥시,경기도교육청,경기도 시흥시,정왕고등학교,,공립,주간,N,,307,312,419,0,,,,0,1038(0)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,조남중학교,,공립,주간,N,,165,122,76,2,,,,0,365(2)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,연성중학교,,공립,주간,N,,221,231,235,7,,,,0,694(7)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,장곡중학교,,공립,주간,N,,151,182,196,5,,,,0,534(5)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,정왕중학교,,공립,주간,N,,206,161,164,9,,,,4,544(13)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,함현중학교,,공립,주간,N,,233,235,233,1,,,,0,702(1)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,배곧중학교,,공립,주간,N,,466,355,314,6,,,,0,1141(6)
2018,시흥시,경기도교육청,경기도 시흥시,군서고등학교,,공립,주간,N,,304,306,348,10,,,,0,968(10)
2018,시흥시,경기도교육청,경기도 시흥시,군자디지털과학고등학교,,공립,주간,N,,194,215,217,13,,,,5,644(18)
2018,시흥시,경기도교육청,경기도 시흥시,시흥고등학교,,공립,주간,N,,326,394,428,16,,,,0,1164(16)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,배곧한울초등학교,,공립,,N,,232,168,133,156,152,132,0,0,973(0)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,배곧해솔초등학교,,공립,,N,,93,53,64,52,57,40,0,0,359(0)
2018,시흥시,경기도교육청,경기도 시흥시,한국조리과학고등학교,,사립,주간,N,,248,242,244,0,,,,0,734(0)
2018,시흥시,경기도교육청,경기도 시흥시,경기자동차과학고등학교,,사립,주간,N,,242,220,232,0,,,,0,694(0)
2018,시흥시,경기도교육청,경기도 시흥시,함현고등학교,,공립,주간,N,,265,289,281,10,,,,0,845(10)
2018,시흥시,경기도시흥교육지원청,경기도 시흥시,군서중학교,,공립,주간,N,,34,82,148,6,,,,0,270(6)
2018,시흥시,경기도교육청,경기도 시흥시,소래고등학교,,공립,주간,N,,366,403,466,12,,,,0,1247(12)
2018,시흥시,경기도교육청,경기도 시흥시,서해고등학교,,공립,주간,N,,336,334,383,22,,,,0,1075(22)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,송운중학교,,공립,주간,N,,204,235,227,,,,9,0,675(9)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥은행중학교,,공립,주간,N,,306,302,325,,,,9,0,942(9)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥중학교,,공립,주간,N,,245,224,205,,,,12,0,686(12)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,신천중학교,,공립,주간,N,,125,165,164,,,,15,0,469(15)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,조남중학교,,공립,주간,N,,65,46,19,,,,2,0,132(2)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,배곧중학교,,공립,주간,N,,215,192,98,,,,2,0,507(2)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,군자초등학교,,공립,,N,,145,136,162,147,139,153,11,0,893(11)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,금모래초등학교,,공립,,N,,132,125,142,128,134,126,2,0,789(2)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,냉정초등학교,,공립,,N,,125,126,133,144,160,142,14,0,844(14)
2017,시흥시,경기도교육청,경기도 시흥시,정왕고등학교,,공립,주간,N,,313,423,371,,,,0,0,1107(0)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,승지초등학교,,공립,,N,,87,81,78,78,89,61,7,0,481(7)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,배곧초등학교,,공립,,N,,333,282,269,232,189,197,5,0,1507(5)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,운흥초등학교,,공립,,N,,45,28,31,33,29,17,0,0,183(0)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,조남초등학교,,공립,,N,,81,58,61,56,53,39,5,0,353(5)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,생금초등학교,,공립,,N,,92,97,91,87,68,49,5,0,489(5)
2017,시흥시,경기도교육청,경기도 시흥시,군서고등학교,,공립,주간,N,,302,354,363,,,,12,0,1031(12)
2017,시흥시,경기도교육청,경기도 시흥시,장곡고등학교,,공립,주간,N,,269,312,329,,,,12,0,922(12)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,신천초등학교,,공립,,N,,73,64,89,76,80,87,9,0,478(9)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥도원초등학교,,공립,,N,,83,78,80,86,92,94,7,0,520(7)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥월곶초등학교,,공립,,N,,154,116,130,128,122,103,7,0,760(7)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥장현초등학교,,공립,,N,,70,65,76,85,72,75,6,0,449(6)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,월포초등학교,,공립,,N,,44,52,61,42,49,51,3,0,302(3)
2017,시흥시,경기도교육청,경기도 시흥시,군자공업고등학교,,공립,주간,N,,225,219,219,,,,12,3,678(15)
2017,시흥시,경기도교육청,경기도 시흥시,배곧고등학교,,공립,주간,N,,305,283,0,,,,0,0,588(0)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥능곡중학교,,공립,주간,N,,241,225,215,,,,5,0,686(5)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,응곡중학교,,공립,주간,N,,178,199,173,,,,0,3,553(3)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥매화중학교,,공립,주간,N,,138,121,136,,,,8,0,403(8)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,은계중학교,,공립,주간,N,,236,234,223,,,,5,0,698(5)
2017,시흥시,경기도교육청,경기도 시흥시,시흥고등학교,,공립,주간,N,,404,426,434,,,,19,0,1283(19)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,웃터골초등학교,,공립,,N,,61,33,41,41,48,47,2,0,273(2)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,월곶중학교,,공립,주간,N,,148,136,138,,,,5,0,427(5)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시화중학교,,공립,주간,N,,119,158,148,,,,5,0,430(5)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,논곡중학교,,공립,주간,N,,86,91,106,,,,5,0,288(5)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥능곡초등학교,,공립,,N,,130,129,165,188,159,161,5,0,937(5)
2017,시흥시,경기도교육청,경기도 시흥시,시흥능곡고등학교,,공립,주간,N,,347,337,394,,,,10,0,1088(10)
2017,시흥시,경기도교육청,경기도 시흥시,시흥매화고등학교,,공립,주간,N,,223,242,246,,,,5,0,716(5)
2017,시흥시,경기도교육청,경기도 시흥시,신천고등학교,,공립,주간,N,,282,303,299,,,,22,0,906(22)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,군서중학교,,공립,주간,N,,93,155,157,,,,5,0,410(5)
2017,시흥시,경기도교육청,경기도 시흥시,은행고등학교,,공립,주간,N,,362,452,471,,,,22,2,1309(24)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시화초등학교,,공립,,N,,72,76,64,78,64,56,12,5,427(17)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥매화초등학교,,공립,,N,,85,86,76,90,82,82,2,0,503(2)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥신일초등학교,,공립,,N,,126,133,133,151,129,146,9,0,827(9)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥은행초등학교,,공립,,N,,86,129,90,112,119,116,2,0,654(2)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥초등학교,,공립,,N,,138,145,146,157,144,109,10,0,849(10)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,연성초등학교,,공립,,N,,96,85,86,106,112,106,4,0,595(4)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,옥터초등학교,,공립,,N,,64,64,66,64,53,53,5,0,369(5)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,은계초등학교,,공립,,N,,84,95,98,128,122,98,3,5,633(8)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,장곡초등학교,,공립,,N,,214,177,187,216,173,194,3,0,1164(3)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,정왕초등학교,,공립,,N,,205,202,197,198,185,187,14,3,1191(17)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,진말초등학교,,공립,,N,,108,88,105,130,102,96,4,0,633(4)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,포리초등학교,,공립,,N,,55,52,61,43,51,52,3,0,317(3)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,하중초등학교,,공립,,N,,101,113,125,139,141,128,9,0,756(9)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,함현초등학교,,공립,,N,,83,90,105,87,120,99,5,0,589(5)
2017,시흥시,경기도교육청,경기도 시흥시,시화공업고등학교,,공립,주간,N,,173,242,283,,,,17,0,715(17)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,검바위초등학교,,공립,,N,,79,72,64,85,74,81,4,0,459(4)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,계수초등학교,,공립,,N,,12,20,14,9,10,12,3,0,80(3)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,군서초등학교,,공립,,N,,122,125,108,128,90,84,9,0,666(9)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,서촌초등학교,,공립,,N,,107,120,137,138,123,112,8,0,745(8)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,서해초등학교,,공립,,N,,188,182,206,197,192,196,9,4,1174(13)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,소래초등학교,,공립,,N,,73,64,77,80,80,77,3,0,454(3)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,송운초등학교,,공립,,N,,165,181,184,185,181,159,14,0,1069(14)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,함현중학교,,공립,주간,N,,237,237,229,,,,1,0,704(1)
2017,시흥시,경기도교육청,경기도 시흥시,한국조리과학고등학교,,사립,주간,N,,244,243,248,,,,0,0,735(0)
2017,시흥시,경기도교육청,경기도 시흥시,경기자동차과학고등학교,,사립,주간,N,,242,237,228,,,,0,0,707(0)
2017,시흥시,경기도교육청,경기도 시흥시,함현고등학교,,공립,주간,N,,302,282,275,,,,12,0,871(12)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,연성중학교,,공립,주간,N,,244,233,298,,,,10,0,785(10)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,장곡중학교,,공립,주간,N,,184,199,200,,,,7,0,590(7)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,정왕중학교,,공립,주간,N,,168,160,180,,,,6,7,521(13)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,대야초등학교,,공립,,N,,61,60,84,65,57,60,7,0,394(7)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,도일초등학교,,공립,,N,,102,110,95,95,113,96,11,5,627(16)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,도창초등학교,,공립,,N,,34,40,35,34,36,39,2,0,220(2)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,목감초등학교,,공립,,N,,95,81,75,80,82,77,4,0,494(4)
2017,시흥시,경기도교육청,경기도 시흥시,서해고등학교,,공립,주간,N,,321,387,407,,,,19,0,1134(19)
2017,시흥시,경기도교육청,경기도 시흥시,소래고등학교,,공립,주간,N,,420,471,499,,,,16,0,1406(16)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,군자중학교,,공립,주간,N,,223,220,240,,,,10,0,693(10)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,대흥중학교,,공립,주간,N,,126,160,157,,,,3,0,446(3)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,서해중학교,,공립,주간,N,,217,227,202,,,,11,0,657(11)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,한국글로벌중학교,,사립,주간,N,,48,54,39,,,,2,0,143(2)
2017,시흥시,경기도시흥교육지원청,경기도 시흥시,소래중학교,,공립,주간,N,,306,339,327,,,,0,0,972(0)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,정왕중학교,,공립,주간,N,,162,186,206,,,,7,4,565(11)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,함현중학교,,공립,주간,N,,238,229,274,,,,0,0,741(0)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,생금초등학교,,공립,,N,,106,94,87,66,53,51,2,0,459(2)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,서해중학교,,공립,주간,N,,226,205,217,,,,9,0,657(9)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,한국글로벌중학교,,사립,주간,N,,54,39,30,,,,2,0,125(2)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,소래중학교,,공립,주간,N,,341,330,414,,,,0,0,1085(0)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,송운중학교,,공립,주간,N,,237,223,287,,,,9,0,756(9)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥은행중학교,,공립,주간,N,,305,326,338,,,,11,0,980(11)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,신천중학교,,공립,주간,N,,166,164,195,,,,16,0,541(16)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시화중학교,,공립,주간,N,,166,150,167,,,,6,0,489(6)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,군자중학교,,공립,주간,N,,222,241,288,,,,8,0,759(8)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,대흥중학교,,공립,주간,N,,159,154,171,,,,4,0,488(4)
2016,시흥시,경기도교육청,경기도 시흥시,은행고등학교,,공립,주간,N,,451,474,468,,,,23,4,1420(27)
2016,시흥시,경기도교육청,경기도 시흥시,장곡고등학교,,공립,주간,N,,311,330,324,,,,18,0,983(18)
2016,시흥시,경기도교육청,경기도 시흥시,정왕고등학교,,공립,주간,N,,423,376,409,,,,0,0,1208(0)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥능곡중학교,,공립,주간,N,,233,217,238,,,,4,0,692(4)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,응곡중학교,,공립,주간,N,,204,176,225,,,,0,2,607(2)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥매화중학교,,공립,주간,N,,128,135,176,,,,7,0,446(7)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,군서중학교,,공립,주간,N,,160,158,168,,,,4,0,490(4)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,배곧중학교,,공립,주간,N,,146,76,72,,,,2,0,296(2)
2016,시흥시,경기도교육청,경기도 시흥시,한국조리과학고등학교,,사립,주간,N,,247,246,247,,,,0,0,740(0)
2016,시흥시,경기도교육청,경기도 시흥시,경기자동차과학고등학교,,사립,주간,N,,241,231,226,,,,0,0,698(0)
2016,시흥시,경기도교육청,경기도 시흥시,함현고등학교,,공립,주간,N,,306,278,283,,,,13,0,880(13)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,월곶중학교,,공립,주간,N,,142,147,130,,,,6,0,425(6)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,은계중학교,,공립,주간,N,,234,223,279,,,,6,0,742(6)
2016,시흥시,경기도교육청,경기도 시흥시,군자공업고등학교,,공립,주간,N,,222,220,251,,,,9,5,707(14)
2016,시흥시,경기도교육청,경기도 시흥시,소래고등학교,,공립,주간,N,,483,495,520,,,,15,0,1513(15)
2016,시흥시,경기도교육청,경기도 시흥시,시화공업고등학교,,공립,주간,N,,274,290,282,,,,18,0,864(18)
2016,시흥시,경기도교육청,경기도 시흥시,시흥고등학교,,공립,주간,N,,420,434,469,,,,15,0,1338(15)
2016,시흥시,경기도교육청,경기도 시흥시,군서고등학교,,공립,주간,N,,356,370,372,,,,14,0,1112(14)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,서해초등학교,,공립,,N,,186,218,202,198,200,195,14,0,1213(14)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥신일초등학교,,공립,,N,,136,132,151,129,150,168,9,0,875(9)
2016,시흥시,경기도교육청,경기도 시흥시,시흥매화고등학교,,공립,주간,N,,239,244,223,,,,5,0,711(5)
2016,시흥시,경기도교육청,경기도 시흥시,서해고등학교,,공립,주간,N,,390,417,404,,,,21,0,1232(21)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥중학교,,공립,주간,N,,230,208,261,,,,13,0,712(13)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,배곧초등학교,,공립,,N,,180,168,147,111,137,121,2,0,866(2)
2016,시흥시,경기도교육청,경기도 시흥시,배곧고등학교,,공립,주간,N,,283,0,0,,,,0,0,283(0)
2016,시흥시,경기도교육청,경기도 시흥시,시흥능곡고등학교,,공립,주간,N,,336,401,362,,,,11,0,1110(11)
2016,시흥시,경기도교육청,경기도 시흥시,신천고등학교,,공립,주간,N,,299,298,295,,,,19,0,911(19)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,송운초등학교,,공립,,N,,194,186,184,179,165,192,14,0,1114(14)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,검바위초등학교,,공립,,N,,72,62,89,78,81,91,4,0,477(4)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,웃터골초등학교,,공립,,N,,31,43,41,49,50,56,2,0,272(2)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,논곡중학교,,공립,주간,N,,101,104,103,,,,5,0,313(5)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,군서초등학교,,공립,,N,,141,113,123,88,94,75,7,0,641(7)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,군자초등학교,,공립,,N,,148,166,157,141,153,148,11,0,924(11)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,금모래초등학교,,공립,,N,,126,149,134,140,129,145,2,0,825(2)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,냉정초등학교,,공립,,N,,135,144,151,166,143,148,10,0,897(10)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,대야초등학교,,공립,,N,,65,79,70,55,65,86,9,0,429(9)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,도일초등학교,,공립,,N,,118,100,98,124,102,100,9,5,656(14)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,도창초등학교,,공립,,N,,42,37,35,39,40,51,2,0,246(2)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,목감초등학교,,공립,,N,,86,86,81,95,82,105,3,0,538(3)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,서촌초등학교,,공립,,N,,130,141,150,135,114,109,9,0,788(9)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,소래초등학교,,공립,,N,,64,79,75,83,76,97,3,0,477(3)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시화초등학교,,공립,,N,,74,66,74,62,59,53,12,4,404(16)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥매화초등학교,,공립,,N,,84,77,84,83,79,101,3,0,511(3)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥은행초등학교,,공립,,N,,128,90,112,118,115,115,2,0,680(2)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥초등학교,,공립,,N,,152,150,160,149,119,144,9,0,883(9)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,신천초등학교,,공립,,N,,64,90,81,86,87,87,10,0,505(10)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,계수초등학교,,공립,,N,,21,15,8,9,12,16,2,0,83(2)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥도원초등학교,,공립,,N,,79,74,92,93,95,111,6,0,550(6)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥월곶초등학교,,공립,,N,,127,132,140,134,110,113,6,0,762(6)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥장현초등학교,,공립,,N,,70,87,90,83,78,78,4,0,490(4)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,연성초등학교,,공립,,N,,90,86,104,109,107,96,4,0,596(4)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,옥터초등학교,,공립,,N,,71,77,69,62,58,53,4,0,394(4)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,은계초등학교,,공립,,N,,97,103,128,120,96,137,4,5,690(9)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,장곡초등학교,,공립,,N,,178,188,220,185,189,183,5,0,1148(5)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,정왕초등학교,,공립,,N,,204,211,204,190,189,182,13,5,1198(18)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,진말초등학교,,공립,,N,,93,105,128,100,96,124,4,0,650(4)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,포리초등학교,,공립,,N,,54,64,45,57,52,51,4,0,327(4)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,하중초등학교,,공립,,N,,113,121,138,145,130,159,11,0,817(11)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,함현초등학교,,공립,,N,,96,109,93,121,97,113,5,0,634(5)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,월포초등학교,,공립,,N,,59,66,47,48,56,43,3,0,322(3)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥능곡초등학교,,공립,,N,,135,172,186,169,169,181,0,0,1012(0)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,승지초등학교,,공립,,N,,84,79,84,85,64,58,9,0,463(9)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,연성중학교,,공립,주간,N,,231,301,326,,,,10,0,868(10)
2016,시흥시,경기도시흥교육지원청,경기도 시흥시,장곡중학교,,공립,주간,N,,207,204,286,,,,5,0,702(5)
2015,시흥시,경기도교육청,경기도 시흥시,소래고등학교,,공립,주간,N,,516,527,501,,,,15,0,1559(15)
2015,시흥시,경기도교육청,경기도 시흥시,시화공업고등학교,,공립,주간,N,,306,292,280,,,,21,3,902(24)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,승지초등학교,,공립,,N,,79,85,88,67,59,68,12,0,458(12)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,생금초등학교,,공립,,N,,94,89,63,51,51,49,2,0,399(2)
2015,시흥시,경기도교육청,경기도 시흥시,한국조리과학고등학교,,사립,주간,N,,249,250,245,,,,0,0,744(0)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,연성중학교,,공립,주간,N,,306,331,352,,,,13,0,1002(13)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,진말초등학교,,공립,,N,,106,121,99,95,119,128,3,0,671(3)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,대야초등학교,,공립,,N,,79,70,65,77,87,86,7,0,471(7)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,서해초등학교,,공립,,N,,230,211,206,197,198,240,11,5,1298(16)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,연성초등학교,,공립,,N,,93,107,110,108,101,109,2,0,630(2)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,옥터초등학교,,공립,,N,,81,80,64,60,60,58,3,0,406(3)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,은계초등학교,,공립,,N,,108,125,118,98,136,148,5,3,741(8)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,장곡초등학교,,공립,,N,,193,230,184,183,193,210,3,0,1196(3)
