,comment,author,date,like,type
449,일권이형 정색하신거 처음본다 안그런신분이 정색하니까 진짜 무섭다 일권이형도 진지하게 복싱 오래하셔서 왠만한 양아치 아가리 파이터들은 턱 돌려버리실텐데 겸손하시네요 항상,최익선,2022-02-04T13:53:38Z,485,main-comment
450,마지막에도 보기 좋네요! ㅎㅎ,서완기,2022-02-05T15:04:18Z,0,main-comment
451,마지막에 나오신분이 나와야 뭔가 그림이 나올듯,qkdrnekdl,2022-02-05T23:58:52Z,1,main-comment
452,세상 어디에도 나보다 강한사람은 있다 굿~~,박경민,2022-02-06T04:26:10Z,0,main-comment
453,수유리 살아봐서 아는데 저런 친구들 많아요 <br>문신좀 잇고 담배좀 껄렁 껄렁 피면서 욕좀 하는 친구들 근데 막상 암것도 없음 <br>일반인들이 못때릴거 아니깐 <br>프로그램 취지 너무 좋다,가뭄의영광,2022-02-06T15:29:23Z,0,main-comment
454,"괜히 이은재작가님 웹툰 ONE이나 TEN이랑 오버랩돼서 기대했는데, 격투기천재 찾기는 쉽지 않아보이네요. <br>수유리사기꾼 긴장됐을텐데 촬영하느라 고생했어요. 앞으로 좋은 방향으로 가시길 ㅎㅎ",파뷔아노 Paviano,2022-02-03T11:07:02Z,103,main-comment
455,하승진 ㅈㄴ좋다ㅋㅋㅋ,꾸힘꾸힘,2022-02-06T02:09:03Z,0,main-comment
456,웅진 코웨이씨가 더 프레시하고 좋은 모습 보인거같은데,송명근,2022-02-07T05:25:25Z,0,main-comment
457,마지막에 다시나온 일반인 남성분 멋지다.<br>&quot;피해야죠&quot;<br>이게 진짜 남자다.,이재용,2022-02-06T14:18:29Z,0,main-comment
458,이렇게 방송타면 동창들 과거 흑역사 폭로 나오지 않나,San 20,2022-02-06T22:38:08Z,1,main-comment
459,진짜 기대 안하고 1화부터 봤는데 점점 더재밌네  출연자분들의 제대로된 역할분배와 재미와 교훈까지 ㅋㅋ대박컨텐츠,말감,2022-02-03T13:45:36Z,6,main-comment
460,정찬성을 이길수 있는 단 한사람......,태콩,2022-02-05T11:14:54Z,0,main-comment
461,시작하자마자 코에서 케찹부터 짜주고 라운드 시간 내내 바디로 깊숙하게 참교육시켜주시네 ㅎㅎㅎ,EarnedNotGiven,2022-02-05T07:38:37Z,0,main-comment
462,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 하승진 개 사이다네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너한테 맞았던 애들 어떨것 같애 ㅋㅋㅋㅋㅋ어휴,JR J,2022-02-05T17:35:54Z,1,main-comment
463,끝까지 자존심 부리는거 봐 ㅋㅋ 운동배워서 쌈질 더 하고 다닌다에 내 모가지검,정현ᄆᄆ,2022-02-06T03:47:09Z,0,main-comment
464,이거 컨셉 마음에 드는데요~  처음엔 이런프로그램 아닌줄 알았는데...말이죠 ㅋㅋㅋㅋ  익을수록 고개를 숙이는 법을 가르치는 프로그램이였군용~!!!!  <br>자기가 안익은지도 잘 가르쳐주고   ㅋㅋㅋㅋㅋ,덱스터진,2022-02-03T14:20:59Z,135,main-comment
465,겉모습으로는 판단못함. 룰안에서 각잡고 싸우는건 저 사람이 몸도안좋고 약해보여도 술집에서 저런 미친개가 잃을것도없는놈이 갑자기 급발진해서 얼굴에 소주병까고   깨물고 물건던지면서 달겨들면 일반인은 벙쪄서 쳐맞는다.. 이건 ㄹㅇ팩트임 미친개가 그래서무서운법,박지훈,2022-02-07T02:03:56Z,2,main-comment
466,아무리 길바닥에서 개싸움선빵으로<br>몇대때리다사람들이 말려주면 <br>지가쌘줄알고 살았다지만<br>너무못치는데?ㅋㅋㅋㅋ대체누굴<br>패고다닌거냐?ㅋㅋ덜덜떠는거봐<br>존나웃기네,김영민,2022-02-05T16:03:44Z,0,main-comment
467,울겠다 ㅅㅂ ㅋㅋㅋㅋㅋㅋ 3분동안 한대를 못때리네,뚜뚜,2022-02-06T13:42:19Z,0,main-comment
468,전과 20범 당한 친구라는데 뭐라고 좀 하지 맙시다.<br>우리 모두 그를 도와야해요!!!,유성,2022-02-05T12:18:25Z,1,main-comment
469,확실히 선수는 급이 다르다 일반인들은 개싸움 아니고서야 타격 한대도 힘들듯,정호영,2022-02-06T17:29:41Z,0,main-comment
470,이거 또 언제 올라오나요,시현,2022-02-06T06:20:10Z,0,main-comment
471,맞아보니까 정신이 드나보다ㅋㅋㅋㅋㅋㅋ,롤엘,2022-02-05T15:30:24Z,0,main-comment
472,아예 가드를 안해서 때리기도 미안한가보다ㅋㅋㅋㅋㅋㅋ,섬딤섬,2022-02-05T10:30:11Z,0,main-comment
473,"찬성이형은 진짜 부드러운 인상에 강함이 지대로있네, 파이트하는거만 봣지 ㅈㄴ 멋있는 형이었네",김광현,2022-02-03T17:30:40Z,69,main-comment
474,삼촌이  5살조카랑 스파링하네 ㅋㅋㅋㅋㅋㅋㅋㅋ,c sl,2022-02-06T12:21:10Z,1,main-comment
475,우리 아이들이 술과 담배 혹은 마약에 쩌들어가는 시대가 됐습니다ᆢ질풍노도같은 아이들이 이렇게 되는건 국가의 책임이지만 이처럼 찬성선수 승진씨 일권씨ᆢ재미에 더해 하나하나 아이들이 깨닫게 해주는 이 일이 작지만 귀하네요ᆢ길거리의 범죄를 범스포츠로 승화시키는 아이디어를 제작진과 내셔서 순한 시민들 지키시고 젊은이들을 젊은이답게 살아가게끔 노력해주세요ᆢ,김광중,2022-02-06T09:41:38Z,0,main-comment
476,와우 프로선수분? 엄청 멋지네요....,춥거여기,2022-02-05T19:00:32Z,0,main-comment
477,이 프로 좋다ㅋㅋ,하이하이,2022-02-06T12:09:02Z,2,main-comment
478,우리 기꾼이 앞에 너무 장황하게 스펙 나열하길래 덩달아 기대했는데 심형래 선생님 슬랩스틱 하는줄 알았다..스파링 초반도 안지났는데 바로 불쌍해보이는 마법..문호매직,1216 cold,2022-02-03T13:50:27Z,207,main-comment
479,자신있게 본인을 범죄자라고 소개하는 참가자를 보면서 참 이성적으로는 거부감이 들지만 왜 마음 한 켠에서는 측은한 감정이 드는 걸까,素晴らしい日本人,2022-02-06T04:24:29Z,0,main-comment
480,근데 저런사람이 갱생이 될려면<br>체육관을 오래다녀야함..<br>저같은경우도 진짜 유도랑 주짓수베이스로<br>복싱도장가서 겸손을 배웠듯이...<br>격투기를 배우면 배울수록 강자만 나타나니<br>자연스럽게 겸손해짐,케시움마케힘,2022-02-07T14:25:21Z,0,main-comment
481,영상 말미에 들어가있는 인터뷰까지 좋네요,꾸까꾸까,2022-02-05T09:56:21Z,0,main-comment
482,그걸 이제 알았다는 게 더 신기하네,모범시민,2022-02-07T04:47:38Z,0,main-comment
483,동네 체육관만 가도<br>내가 얼마나 하찮은지 알게되서 <br>자연스럽게 숙이게 되던데 ㅋㅋㅋㅋㅋㅋ<br>컨텐츠 진짜 잘짰다,행복을 찾아서,2022-02-03T13:06:16Z,106,main-comment
484,하승진 멘트 👍,웨하스,2022-02-05T17:46:11Z,1,main-comment
485,넘 잼있네요. 지역 타이틀전.~~,메띠기,2022-02-07T11:39:50Z,0,main-comment
486,ㅋㅋㅋㅋ 저사람 설정이죠????ㅋㅋㅋㅋ 아 엄청 웃기네ㅋㅋㅋㅋㅋ 사람패는게 자랑이라고ㅋㅋㅋㅋㅋㅋ,사차원인간,2022-02-06T00:15:04Z,0,main-comment
487,와.. 좋은 프로그램이네요,NoneNick,2022-02-06T14:39:37Z,0,main-comment
488,"<a href=""https://www.youtube.com/watch?v=hRPqJfo483c&amp;t=27m01s"">27:01</a> 정찬성님이 &quot;그거 이제 알았어요? 잘 됐다&quot; 하는거 멋있다... 이전까지 아무말씀 안하시다가 저렇게 말하니까 더 멋있는듯...",Jason Kim,2022-02-03T14:34:13Z,253,main-comment
489,역시 이런넘들은 맞아자 좀 교육이 되는구나<br>그래도 이런프로그램이니까 맞아도 안다치면서 배울수있는게 어디냐<br>정찬선선수 대단한 선수다 진짜 흥해라<br>하승진 안일권도 물론 대단 👍,Keon K,2022-02-05T08:51:39Z,1,main-comment
490,ㅋㅋㅋㅋㅋㅋㅋ쫀 거 개웃기네,카날레스,2022-02-07T16:43:52Z,1,main-comment
491,전설을 쫒아가 주둥이 파이터 검증 ㅋㅋ 이러다 부산까지 가겄다 ㅋㅋㅋㅋ,총알이빨,2022-02-06T02:04:19Z,0,main-comment
492,자기보다 강한사람이 항상 있다는걸 몸소 느끼셨길,김말자,2022-02-05T10:48:09Z,0,main-comment
493,승진이형이랑 일권이형이 잘못되는거랑 팩트를 확실히 말해서 속히 편하네요! 프로그램 너무 좋아요!!,빡이,2022-02-03T14:49:13Z,20,main-comment
494,그래도 끝까지 맞선거 멋있다,빌게이츠,2022-02-05T09:29:16Z,0,main-comment
495,정찬성이 천재를 몇 명 봤다고 했는데 왤케 소름 돋지 ;;,KKKI,2022-02-05T14:08:49Z,0,main-comment
496,진짜 좋은 프로그램이네,J OON,2022-02-05T09:39:16Z,0,main-comment
497,정찬성형님한테 맞았으면 얼굴 다 뿌사졌을낀데<br>...,이동원,2022-02-06T15:03:33Z,0,main-comment
498,"<a href=""https://www.youtube.com/watch?v=hRPqJfo483c&amp;t=21m38s"">21:38</a> 하승진 진짜 존나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",blue,2022-02-04T08:36:13Z,95,main-comment
499,이놈 쨉맞을때 왜케웃기냐ㅋ,후추선생,2022-02-06T18:40:11Z,0,main-comment
500,승진이형 멋있네,칠라 lil,2022-02-05T15:29:40Z,0,main-comment
501,뭘 밑에 동네로 가ㅋㅋㅋㅋ똑같이 뚜드리 맞고 울거 뻔한데ㅋㅋㅋㅋ,로엔그린,2022-02-06T00:16:20Z,1,main-comment
502,몇개월 밖에 못나오갰다 ㅋㅋㅋㅋㅋ 개농락,떼뚜니예영,2022-02-05T13:03:03Z,0,main-comment
503,"<a href=""https://www.youtube.com/watch?v=hRPqJfo483c&amp;t=25m54s"">25:54</a> 승진이형 잘때렸다! 이거 왜이렇게 웃길까;;; 일권이형 진짜 길거리 가오 싸움 격투 이런류의 방송을 왜이렇게 잘할까;;; 정찬성선수의 방송센스도 생각보다 아주 굿;;;",yungkyoo woo,2022-02-03T22:57:20Z,48,main-comment
504,하승진선수ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이제훈,2022-02-06T04:14:35Z,0,main-comment
505,원래 애들은 존나 처맞아보고 참교육 당해봐야 나이 묵고 꺠달음 좋은 현상이라고봄,노인의힘ᅳ틀린소리,2022-02-06T12:51:27Z,1,main-comment
506,본인 입으로도 말하지만 여태껏 술마시고 개돼서 정신 없는 채로 싸운게 전부임. 그렇게 공격이고 방어고 개뿔도 없이 막싸움 하다가 경찰서 들락날락 한게 20범. 저 나이에 20범이라는거 자체가 잔챙이라는 뜻임. 제대로 했으면 저 나이에 20범 성립이 안됨. 그래도 좀 맞고 갱생된거 같아서 다행.,last1second,2022-02-06T01:28:18Z,1,main-comment
507,하승진개호감ㅋㅋ,꾸힘꾸힘,2022-02-05T15:41:02Z,0,main-comment
508,진짜 이시대에 꼭 필요한 프로그램임 교훈도 있고 재미도 있고 앞으로 더 많은 갱생자들이 나오길 바랍니다ㅎ,ottyhaha오띠,2022-02-05T00:28:05Z,31,main-comment
509,나는 1화보고 출연자들이 컨셉인줄 알았는데 이번화는 찐이네 전과20범 범죄자면 사회에서 격리시켜야되는 수준아닌가ㅋㅋ,mino Choi,2022-02-07T07:56:30Z,0,main-comment
510,보닌은 저런 사람들 너무 고맙지 ㅋㅋㅋㅋ 알아서 사회 밑바닥 깔아주는디 ㅋㅋㅋ,파오후,2022-02-07T17:20:18Z,0,main-comment
511,천하제일 꼴통대회 ㅋㅋㅋ 너무 재밌습니다,K.,2022-02-05T08:29:26Z,0,main-comment
512,사람 많이 때린거 맞나..세대때리고 열대 맞고 다녔을거 같은데ㅋㅋㅋㅋㅋㅋㅋㅋ,박재우,2022-02-06T08:06:23Z,0,main-comment
513,갱생 이런것도 좋지만.. 진짜 싸움을 잘하는 파이터 나오기를 기대합니다..,권기범,2022-02-03T10:47:06Z,299,main-comment
514,보면서 불편한게 아니라 저 청년이 너무 짠하고 딱하다. 무엇이 저사람을 저렇게 악에 받히게 했을까? 꽃다운 청춘의 활력을 다른 사람과 주먹을 겨루고 기싸움하는데 쓰지마시고 본인을 돌보고 남은 인생을 가꾸는데 사용하셨으면 좋겠습니다.,유준호,2022-02-05T09:37:58Z,5,main-comment
515,역시 스포츠란 너무 아름답다 .,su lee,2022-02-07T07:59:04Z,0,main-comment
516,넝수  웃꼈음~혼자  우울해 있다가  웃껴  배꼽빠지는줄~약자하고  쎈척하는  인간들  젤  바보~,효정,2022-02-05T14:47:44Z,1,main-comment
517,파이트클럽보다 훨씬 재밌음,정유석,2022-02-06T15:02:17Z,0,main-comment
518,이거 콘텐츠만을 기다렸다,이름,2022-02-05T11:10:55Z,0,main-comment
519,"ㅋㅋㅋㅋㅋㅋㅋㅋ 사기꾼 말대로 헤드기어,글러브 안끼고 싸웠으면 안면함몰 됬겠네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 얼굴 트자뿌야지 까비ㅡ",카푸어,2022-02-07T00:02:17Z,0,main-comment
520,애초에 길거리 싸움은 선빵치면 이기는 거임 그냥 한마디로 돌+아이면 무조건 이김 왜냐 걔들은 그냥 생각없이 사람 때리니까 근데 이런데 나와서 정정당당히 해보니까 발리는거죠..,줄게 내 갤럭시,2022-02-05T14:48:23Z,4,main-comment
521,사람은 늘 겸손해야된다,카트리프트,2022-02-06T15:04:21Z,0,main-comment
522,매번 껄렁거리는 양아치들 참교육해주며<br>대리만족시켜주는 문호쨩 멋졍,절절포,2022-02-03T14:07:08Z,151,main-comment
523,동네 양아치들 참교육 넘재있다ㅎ,"black mr,",2022-02-05T16:41:20Z,0,main-comment
524,인생노답이구나하면서 놀라는건데 무서워서 놀라는줄 착각하고 살았던듯.. 제발 지금이라도 정신차리시길,2 4,2022-02-06T10:21:00Z,1,main-comment
525,"<a href=""https://www.youtube.com/watch?v=hRPqJfo483c&amp;t=27m12s"">27:12</a> 체급 차이 땜에 졌다고 했으면 안일권이랑 해야될 거 같으니까 바로 쌈 못한다 함ㅋㅋㅋㅋㅋ",Tui lee,2022-02-05T10:55:18Z,3,main-comment
526,ㅋㅋㅋㅋㅋㅋ파쇄기한테도 찢길듯,최윤석,2022-02-06T14:38:48Z,0,main-comment
527,하승진 형님이 뒤에서 도전자 신경 슬슬 긁는거 너무 좋네 ㅋㅋㅋㅋㅋㅋㅋ,다사다난,2022-02-04T00:20:07Z,191,main-comment
528,시청자가 넘 많아서 서버 터졌네ㅠㅠ,쌍둥쌍둥,2022-02-06T10:18:03Z,0,main-comment
529,최두호가 학창시절부터 싸움천재 취급받았었는데  제2의 최두호가 과연 있을까?,0ll lloll,2022-02-05T23:15:47Z,0,main-comment
530,아가리 파이터였네 나보다 쎈사람이 없었던게 아니라 만만한 애들만 골라서 시비걸었구나 병아리 귀엽네,hugfreeh,2022-02-05T12:55:37Z,0,main-comment
531,이 사람 제갈건님 만나게 해줬으면..,ssun y,2022-02-06T02:48:07Z,0,main-comment
532,제발 정신 차리고 살았으면... 어떤 형태로든 나쁜짓은 결국에 다 본인한테 돌아옵니다... 반면에 마지막에 배운분의 마인드 너무 좋네요 ㅠㅠ 사람이 자기 감정대로만 살면 안됩니다... 더러운건 상대도 하지말고 빨리 피해버리는 현명함이 필요합니다,Claude彬,2022-02-03T11:04:14Z,124,main-comment
533,그래도 저런 양아치들 갱생 시켜 줄 수 있어서 좋은거 같네요 문제는 역효과로 운동배워서 더 ㅈㄹ 할수도 있는데 그러질 않길 바래야죠,ㄱ,2022-02-05T08:26:45Z,0,main-comment
534,ㅎㅎㅎㅎㅎㅎㅎㅎ 영철형님 너무순한맛인데범죄자에 비하면,미쮸리,2022-02-06T01:04:41Z,0,main-comment
535,밖에서 누굴때리고 다닌거냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,No찌롱,2022-02-06T08:12:19Z,0,main-comment
536,이러니 게콘이 망하지 오랜만에 웃었다 ㅋㅋ,김짱,2022-02-05T10:46:44Z,0,main-comment
537,넌 숨 붙어있는 것만으로도 감사해라,윤승열,2022-02-07T15:49:38Z,2,main-comment
538,이렇게 미래의 챔피언이 탄생하게 되는데.....,ASTRA,2022-02-05T07:58:18Z,0,main-comment
539,아 완전 재밌다 ㅋㅋㅋ,luckyF3,2022-02-06T02:24:51Z,0,main-comment
540,역시 하승진 nba에서 흑인들이랑 농구하더만 옆에서 트레쉬 토크하는게 씹넘사구만 !!!,brain dirty,2022-02-05T08:58:55Z,1,main-comment
541,스파링 끝나고 양손 모으게 더 해줘야 하는데 아쉽네ㅋ,김라리,2022-02-06T03:52:30Z,0,main-comment
542,근데 이번 참가자는 양아치 치고 남자인게 진거를 깔끔하게 인정을하네 이건 멋지네 누구처럼 잠을 못자서요 ㅇㅈㄹ은 안하네 ㅋㅋㅋ,kan,2022-02-06T12:38:25Z,2,main-comment
543,체급도 크고 게다가 사우스포면 뭐 겜 자체가 안되죠. 복싱 오래해도 사우스포는 늘 어려운데 일반인은 뭐 신세계를 경험하는거지.,보볼,2022-02-06T14:44:52Z,0,main-comment
544,"첨 등장때만해도 인천보다 쎌거라 생각했는데 막상 시작해보니 인천보다 약한듯 <br>인천 등장인물중 한명은 그래도 로또펀치 한방이라도 꽂아보고 태클 시도도 제대로 해봤는데 <br>저 사람은 태클도 못하고 체력 딸려서 후들거리는게 보이네요. 술을 많이 먹어대서 그런가? <br>아무래도 길거리에선 제대로 된 싸움꾼을 얻기엔 힘들지 않나 싶습니다. <br><br>신체조건도 좋고 싸움을 즐기는 사람이어야 아마 만족 하실듯 한데, 그런사람은 진작 격투기 배우고 선수로 활동 하지 않을까 싶어요<br>최두호 선수가 대구에서 알아주는 싸움꾼이었단 소리를 들어본것 같은데 그런 재능 있는 사람은 벌써 격투기 선수가 되있지 않을까 합니다",Rayzard,2022-02-05T17:29:03Z,0,main-comment
545,이번 편에서 찬성이형 많이 웃는데 너무 귀여워 ㅋㅋㅋ,Doyeong Jung,2022-02-04T21:27:08Z,15,main-comment
546,얼굴 다 찌그러져서 허공에 붕붕하다가 체력 다 빨리고<br>지가 어디 서 있는지도 모르고 등 뒤에 기둥있으니까<br>어?ㅇㅈㄹㅋㅋㅋㅋㅋㅋㅋ,찬바람,2022-02-06T11:31:52Z,1,main-comment
547,안일권형님 멋지다,민영 이,2022-02-07T14:12:33Z,0,main-comment
548,진짜 현실이네 파이터와 일반인,신지섭,2022-02-05T21:05:05Z,0,main-comment
549,문호 이길 일반인 없을거 같은데....,최잔고목,2022-02-06T17:26:14Z,0,main-comment
550,진짜 프로의 벽은 넘사벽이네요<br>너무 멋지고 정찬성님 끝까지<br>예의지키며 배려하는 모습 멋지네요,백마탄서민 TV,2022-02-03T14:47:11Z,31,main-comment
551,군대에서 이런케이스많이봤는데. 허세는떨어도 뭔가귀엽고 옆에있으면 짜증나는애들 다 무논리로 조져줌 ㅋㅋㅋ,ᄋᄋ,2022-02-07T09:22:30Z,1,main-comment
552,"진짜...........어디가서 보기 힘든 펀치였다 ㅋㅋㅋㅋㅋㅋㅋㅋ, 기본기가 전혀 없구나...............",惡卽斬.,2022-02-05T09:24:20Z,0,main-comment
553,배 뚜들겨맞을때 ㅈㄴ웃기네진짵ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,김태완,2022-02-05T12:44:27Z,0,main-comment
554,"야 이거 간만에 진짜 재밌다 . 참가자들 나올때 살기등등하고 기쎈거 느껴지는데 걍 문호 행님이 초살시키네, 와 진짜 정찬성 형님은 무슨  만화 실눈캐 같네 웃으면서 하찮게 보는 그게 느껴진다",이동규,2022-02-03T12:58:41Z,26,main-comment
555,리바이 병장만났으면좋겠다,이도현,2022-02-05T20:02:45Z,0,main-comment
556,스파링 시작할때부터 애초에 페이스 다 말리고 했네 겜이 될리가..,hash ash,2022-02-05T14:23:13Z,0,main-comment
557,복싱을 글로 배웠으니 맞을리가 있나..,상구 비,2022-02-06T11:58:13Z,2,main-comment
558,이런게 진정한 승부지요.<br>저런 후랴덜* 양아치는 고수들의 뜨거운 맛을 맛봐야 깨닫게되고 약자에게 고개숙일줄알게된다.<br>반성하고 약자에게 늘 더 고개숙이는 사람이 되시게,만수르,2022-02-05T12:07:33Z,0,main-comment
559,문호님 사기꾼이 야매킥 날리니까 바로 그대로 킥하면서 이게 정자세라고 보여주는거 대박이다ㅋㅋㅋㅋㅋㅋ,얄라차,2022-02-03T13:48:19Z,210,main-comment
560,다른건 다 그렇다 치더라도 자기 전과 이력과 소년원 구치소 갔다온걸 저렇게 자랑스럽다는 듯이 이야기하는걸 보면 정말 너무나도 한심해보인다.,이민우,2022-02-05T17:16:08Z,0,main-comment
561,"출연자가 양아치라고 해서 격투기, 참교육을 빙자하여 폭력을 행하지 않도록 조심했으면 합니다. 누가 누굴 교육시킬 권리는 없어요. 그저 챌린지에만 그치길",HY K,2022-02-05T09:35:45Z,4,main-comment
562,깨달음을 느끼면 엄청 쪽팔릴것이다,ABC,2022-02-06T06:16:45Z,0,main-comment
563,"<a href=""https://www.youtube.com/watch?v=hRPqJfo483c&amp;t=16m07s"">16:07</a> 손 존나 떪 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 목소리도 떨리고 ㅋㅋ 나중에 안떠는 척 하려고 &#39;아유 추워&#39; ㅋㅋㅋㅋㅋㅋㅋ",호호,2022-02-05T12:13:16Z,3,main-comment
564,하승진님 옆에서 말한마디한마디 자존심 긁는거 레알 통쾌하다ㅋㅋ<br>포기해도 된다하는데 계속해서 더쳐맞네ㅋㅋㄱㄱㅋ,필반나.차전.,2022-02-04T05:36:53Z,123,main-comment
565,ㅊ초반 담배골목 줮밥들 가오존나잡다가 하승진형한텐 벌벌기넼ㅋㅋㅋ,KAI GREENE,2022-02-06T06:23:20Z,0,main-comment
566,"<a href=""https://www.youtube.com/watch?v=hRPqJfo483c&amp;t=29m18s"">29:18</a> 엔딩 쿠키<br>멋짐",ICE Americano,2022-02-06T09:29:05Z,0,main-comment
567,평택 영철 기대됩니다 ㅋㅋ,111 EM1,2022-02-05T15:27:38Z,0,main-comment
568,아니 일반인중에 문호님 이기는 사람을 찻고잇다는거죠?지금?,carpe diem11,2022-02-06T05:49:42Z,0,main-comment
569,하승진 진짜 섭외 잘한듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,김형규,2022-02-03T11:04:17Z,238,main-comment
570,수유 토백이인데여. . 여긴 평일에도 경찰출동하는 곳이고 어깨빵 조심하세요 ㅋㅋㅋ,나는야인이될거야,2022-02-05T15:22:02Z,0,main-comment
571,파이터를 찾아다니는걸 빙자한 정신 못차리고 양아치짓 하는 반달들 참교육하러 다니는 컨텐츠같다.,ㄲㄲㄲ,2022-02-06T05:38:38Z,0,main-comment
572,가짜사나이 기획 이상으로 잘 되시길 빕니다!,Earth3 planet,2022-02-05T22:19:14Z,0,main-comment
573,와 드뎌 영철이 패주나,쳐니,2022-02-06T09:00:57Z,0,main-comment
574,정찬성은 가장 강하지만 누구보다 공손하고 친절하다.. 수컷들의 기싸움도 물론 재미의 요소겠지만 세 분의 엠씨가 어른으로서 포용해줬으면 하는 마음..,데하드,2022-02-03T11:48:26Z,96,main-comment
575,인생 진짜 막장이구나;;;,활기찬 생활,2022-02-06T16:31:08Z,0,main-comment
576,"<a href=""https://www.youtube.com/watch?v=hRPqJfo483c&amp;t=24m30s"">24:30</a> 하승진 오른쪽에 계시는 분 별거 안하시는데 왤케 ㅈ간지 나지 포스있음ㅋㅋㅋ",임플란티드 키드,2022-02-07T14:49:50Z,0,main-comment
577,사람이 싸이코라서 피하는거지 에구... 불쌍<br>정신좀 많이차렸으면 좋겠네 이런 사람들,Sin카이젠트,2022-02-05T07:00:04Z,0,main-comment
578,타투 돈없어서 도안만그린거 개웃기네ㅋㅋ,PISICK,2022-02-05T09:46:08Z,0,main-comment
579,"정찬성은 싸울때는 카리스마 그자첸데, 평소에는 자세도 어정쩡하게 서있고 말투도 차분하게 스윗 그자체고 완전 반전이넼ㅋㅋㅋㅋ",홍우재,2022-02-03T10:51:12Z,87,main-comment
580,@원투펀치킥 그럴지도?,멍멍,2022-02-04T10:51:13Z,0,reply-comment
581,@멍멍 니 지능보단 나을듯,원투펀치킥,2022-02-03T22:09:59Z,2,reply-comment
582,@우디 댓글 작성자는 그걸 아니까 이런식으로 댓글을 단건데 설명 해주는건 눈치가 없는건가 지능이 딸리는건가,멍멍,2022-02-03T19:19:22Z,0,reply-comment
583,원래 진짜 싸움꾼은 평소엔 천사에요. 싸울때 좀비로 변하니까 문제지,우디,2022-02-03T11:56:46Z,6,reply-comment
584,@근성이 ㅋㅋㅋ너 일상생활 가능?,멍멍,2022-02-03T11:49:50Z,0,reply-comment
585,살면서 한번도 싸움해본적없지만 도전해보고싶네요 부산입니다90년생,김민재,2022-02-06T17:46:33Z,0,main-comment
586,"<a href=""https://www.youtube.com/watch?v=hRPqJfo483c&amp;t=15m09s"">15:09</a><br>지원자: 엄마 이거 무슨차야?<br>지원자 부모님: 응~ 양육포기절차~",우주구라,2022-02-06T04:38:58Z,0,main-comment
587,우네 울어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ배잡고웃었닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ혹시 내 배꼽 부산에 있습니깤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ배꼽 찾아욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,art_88,2022-02-05T11:55:19Z,1,main-comment
588,줜나 재밋네,박노민,2022-02-06T02:11:41Z,0,main-comment
589,정찬성 계속웃어주거 진짜 여유있어보이고 성격좋으시다,붕붕이,2022-02-05T02:46:29Z,158,main-comment
590,세상은 넓고 무서운 사람은 많다.<br>자만하지 말고 항상 겸손하라.,zombie 082,2022-02-07T06:35:28Z,1,main-comment
591,광주도 오시면 잼날듯 ㅋㅋ,ᄋᄋᄋ ᄋ,2022-02-06T19:57:27Z,0,main-comment
592,마지막 칼리아르니스 하신다는분!잘생겼다,금동gold bronze life!,2022-02-06T16:41:48Z,1,main-comment
593,장난안치고 제대로하면 저친구는 일권이형한테 얼굴 벌집됬다..,인생,2022-02-07T12:52:42Z,0,main-comment
594,여윽시 문호형 타격 시워언~~하다~!<br> 수유리사기꾼 반성하는모습도  보기좋쿠여~!<br>일권이형 예고편 제대로 뽑았었군ㅋㅋㅋㅋㅋ,안라딩,2022-02-03T17:31:05Z,30,main-comment
595,ㅈㄴ 웃기네 ㅋㅋㅋㅋ 몸좀 만들엇다고 생각햇뎈ㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ 누가봐도 순두부몸인데,Loopy,2022-02-06T15:05:10Z,0,main-comment
596,ㅋㅋㅋㅋㅋ좆나웃기넼ㅋㅋㅋㅋ오뚜기가,김민제,2022-02-07T10:23:52Z,0,main-comment
597,역시나...<br>약자들만 골라패는 양이었나??,E.K,2022-02-05T17:12:16Z,0,main-comment
