,comment,author,date,like,type
288,"곽윤기 선수 카메라 보고,나나 1등 하는거 보고 웃다가 배 째짐ㅋㅋㅋ 끼가 철철 넘쳐ㅋㅋ",분홍이,2022-02-11T16:01:28Z,0,main-comment
289,와...곽윤기 미쳤다,gim gim,2022-02-11T15:13:12Z,1,main-comment
290,대한민국 너무 멋져요 👏🏻,Angela jang,2022-02-13T05:33:08Z,0,main-comment
291,자유이용권 끊은 &#39;그 국가&#39;와 다르게 실력으로 가는 클라스<br>곽윤기 진짜 개멋있었다,D Lee,2022-02-11T14:51:20Z,19,main-comment
292,한국 쇼트트랙 선수들 너무 장하고 멋있습니다,지혜 김,2022-02-11T15:27:20Z,0,main-comment
293,리더가 잘해줘야 팀이 산다. 곽윤기가 꽉 잡고 있음.,진연두,2022-02-11T20:57:40Z,0,main-comment
294,곽윤기 선수 계주만 뛰기에는 너무 아까운데... 후배들을 위한 양보였던가..저런 인코스 공략 정말 오랜만에 보는구만..,에르자드J,2022-02-11T15:19:05Z,0,main-comment
295,곽윤기 천재네요.가슴터지는줄..,jujun,2022-02-12T02:24:44Z,0,main-comment
296,진짜 곽윤기 역시는 역시다ㅠㅠ,이라이,2022-02-11T16:24:39Z,0,main-comment
297,이야~~숨죽이고 봤다 멋지다 대한민국,송은주,2022-02-12T00:41:00Z,0,main-comment
298,가짜 사나이 나와서 베이징 올림픽 떄 금메달 따고 싶다고 이야기하셨던 곽윤기 선수. 꼭 금메달 따서 한국에 돌아오자,th k,2022-02-11T15:30:38Z,1,main-comment
299,"이런게 진정한 경기지!와우!파워풀.스무스.안정적으로 다한 완벽한 경기!곽윤기가 피니시 통과하면서 중국한테 꼭!하는것처럼~중국아!경기는 이렇게 하는거야!반칙안하면서 클린한 경기가 바로 이런거야!하는거같음,완전멋진 쁨쁨",슝~,2022-02-12T00:53:06Z,0,main-comment
300,곽윤기 진짜 미쳤다. 2바퀴남겨두고 아웃을 2번이나 시도하다가 안되니 완전 인으로 돌려서 파고들어감. 경기를 손바닥에 놓고 자유자재로 흔들어 추월해버리네. 실력이 저중 넘사벽이다! 고생했어요^^,BB B,2022-02-11T14:22:35Z,157,main-comment
301,곽윤기 대박!!!<br>다들 고생 많았어요,Karak Oh,2022-02-11T17:50:23Z,0,main-comment
302,와 진짜 이 선수는 대박이다,wisdom hand,2022-02-13T06:22:50Z,0,main-comment
303,눈 뜨고 코 베이징~에서 고생들 많습니다.<br>화이팅!,이름이름,2022-02-13T06:21:43Z,0,main-comment
304,가랑이 사이로 뒷선수 상황 파악하는 궁둥이 스킬이 더 킬포 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,로즈포켓ROSEPOCKET,2022-02-12T07:12:02Z,2,main-comment
305,곽윤기 선수 예전부터 봤는데 아직도 현역이라니 대단합니다,사월의나뭇잎,2022-02-11T13:35:14Z,53,main-comment
306,곽윤기🥰🥰❤ 진짜 대단하다,빛이나는솔로,2022-02-11T15:49:30Z,0,main-comment
307,곽윤기선수 너무 잘하네요 👍👍👍👍👍,꿀꿀이,2022-02-12T01:02:29Z,1,main-comment
308,곽윤기선수 볼수록멋짐 뿜뿜!<br>화이팅!,짱아찌K,2022-02-12T13:36:03Z,0,main-comment
309,곽윤기의 노련함이 느껴짐 곽윤기 아니면 힘들었을수도..,하랑,2022-02-12T04:08:50Z,3,main-comment
310,진짜 아웃코스로 가는 척 페이크 지린다 이런 대단한 선수들이 우리나라선수인게 너무 멋있다!!,악도,2022-02-11T14:04:11Z,43,main-comment
311,곽윤기 선수님 진짜 개멋있어어어어ㅓ우ㅠㅠㅠㅠ,고얌이,2022-02-11T16:13:43Z,0,main-comment
312,우리나라 선수들 최고 👍👍,키아라 덕질하는 민들레,2022-02-12T00:53:23Z,0,main-comment
313,유튜버 ㅋㅋ선수 곽윤기 대박 멋짐.ㅋㅋㅋ<br>우리선수들 진짜 수고많으셨어요.<br>꼭 금메달 땄으면 좋겠습니다.,클레오,2022-02-12T17:34:45Z,0,main-comment
314,진짜 본업하니까 여전히 지리네...,김용준,2022-02-12T02:17:04Z,0,main-comment
315,부정맥있는데 경기보다 심장이 너무 뛰어서 위험했어욬ㅋㅋㅋㅋㅋㅋㅋ<br>심장아 그만좀 나대ㅜㅠ 선수들 너무 멋있어요🥺<br>그리구 곽윤기 선수ㅠㅠ 벤쿠버때 고1이었는데<br>그때 감동 그대로 살려주셔서 그때로 돌아간 기분이었네요🥺💕<br>마지막 종목까지 모두 안전히 다치는 곳 없이 마치셔요💕 하아 대한민국 국민이라 너무 좋다😆💙,막걸리,2022-02-11T13:14:14Z,73,main-comment
316,진짜 멋있다 ㅠㅠㅜ,하현,2022-02-11T16:20:11Z,0,main-comment
317,이게 바로 짬바 … 노련함이라는걸까 … 보는 내내 감탄했다 진짜루 … 이정수 선수랑 같이 뛰던 밴쿠버 생각 나네용,러블리하나,2022-02-11T16:36:52Z,0,main-comment
318,곽윤기선수 진짜 개잘한다,시온 김,2022-02-11T20:38:34Z,0,main-comment
319,곽윤기 보유국의 힘..<br>곽윤기선수 너무 대단하네요,서콩,2022-02-11T16:15:41Z,0,main-comment
320,곽윤기 넘나귀엽ㅋㅋ실력에 스타성도 있음ㅋ,최수영,2022-02-12T03:48:37Z,1,main-comment
321,클래스는 영원하다...,호랑이소년,2022-02-12T01:30:20Z,1,main-comment
322,와 ㅎㅎㅎㅎ 정말 자랑스럽습니다 고생하셨습니다,썩어도 준치,2022-02-11T19:28:14Z,0,main-comment
323,이것이 진정  쇼트트랙이다~~,금쪽이,2022-02-11T17:01:11Z,0,main-comment
324,"<a href=""https://www.youtube.com/watch?v=gd1Ab-TeGCY&amp;t=6m48s"">6:48</a>이때 진짜 대단한게 아웃코스로 가다가 커브 구간에서 인코스로 쉽게 가는게 곽윤기 센스 지렸음",종건,2022-02-11T14:17:04Z,332,main-comment
325,너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무너무X100000<br>  <br>자랑스럽다!!!!  대한민국의 보물ㅠㅠ!!<br>곽윤기! 그대는 정말... 너무 멋져 ^^,가만히못있지,2022-02-11T15:55:37Z,0,main-comment
326,ㅋㅋㅋㅋㅋㅋ꽉윤기선수 부업도 너무 잘하네요! 금메달 가자!,Anim,2022-02-12T02:28:40Z,0,main-comment
327,결승에서도 파이팅!!!!!!!!!!!,펭러뷰,2022-02-12T01:32:35Z,1,main-comment
328,역시 곽윤기~~~~<br>대한민국 화이팅!!!!,미니하늘별,2022-02-11T15:21:17Z,0,main-comment
329,"잘하는 것도 좋지만 쇼트트랙 보면서 웃으면서 본 건 처음ㅋㅋㅋㅋㅋ 아진짜 웃겨 <br><a href=""https://www.youtube.com/watch?v=gd1Ab-TeGCY&amp;t=8m50s"">8:50</a> 카메라 응시 하는거 ㅋㅋㅋㅋ<br><a href=""https://www.youtube.com/watch?v=gd1Ab-TeGCY&amp;t=3m26s"">3:26</a> 다리 사이 보는것도 웃음포인트 ㅋㅋ",eniiizs,2022-02-11T13:51:27Z,583,main-comment
330,우와 곽윤기가 엄청 잘하네. 추월 운전을 2번이나.,수긴김,2022-02-11T16:17:45Z,0,main-comment
331,곽윤기 선수가 우리학교 출신이라는게 자랑스럽다.,감자깡,2022-02-11T15:41:12Z,0,main-comment
332,와 장난아니다.. 마지막 추월뭐야...,초릭,2022-02-12T01:19:18Z,1,main-comment
333,곽윤기 실력 쩐다,김어진,2022-02-12T02:16:49Z,1,main-comment
334,와 곽윤기 선수님 완전 대단하세요!! 추월 진짜 너무 잘하심.. 2등으로 밀려도 곽윤기 선수님이 달릴 때 다 추월해주시고 대박..,얌‘,2022-02-11T14:23:22Z,14,main-comment
335,와 윤기 선수 이건 모 맘먹으면 인 코스든 아웃코스든 다 털어버릴 기세네요..,신정훈,2022-02-12T06:07:00Z,0,main-comment
336,아~대한민국 자랑스러워요~~~♡♡♡♡♡,mama,2022-02-12T11:41:05Z,0,main-comment
337,맞다.. 곽윤기 스케이터였지 역시 레전드는 레전드다 계속 드라마를 써주는구만 한국선수들 파이팅,루루라랄뿌빠루루룰,2022-02-12T00:44:57Z,0,main-comment
338,곽윤기 역전의노장 멋지다👍👍,수혁 김,2022-02-11T16:55:16Z,0,main-comment
339,우리나라 선수들 너무너무 수고하셨고 결승에서 좋은 성적내줬으면 좋겠어요 정말 응원합니다!!!!! 자랑스럽습니다!!!!!!!,지윤,2022-02-11T14:47:29Z,83,main-comment
340,나름 노장인데 진짜 대단하다... 꽉잡아 윤기♡♡♡♡,팩폭이,2022-02-12T03:54:26Z,1,main-comment
341,대륙과 절단된 나라에서 저러한 인재들이 넘쳐나니 <br>대한민국은 대단하다!,가르르닥고,2022-02-11T15:52:48Z,1,main-comment
342,곽윤기 ㅈㄴ멋있다 진짜,박정우,2022-02-12T08:58:17Z,0,main-comment
343,곽윤기 선수님 최고 진짜 멋있어요,우주해적,2022-02-12T07:44:56Z,0,main-comment
344,우리나라선수들 너무너무 잘했어요 !!정말 방안에서 조마조마하면서응원하고 추월때는 같이 환호하면서 응원했습니다 결승때도 좋은결과있으면 좋겠어요!!! 화이팅 우리나라 쇼트트랙선수님들!!!,루시,2022-02-11T13:09:08Z,51,main-comment
345,진짜 멋있다 ㅜ,너만보인단말이야-공전,2022-02-11T18:37:18Z,0,main-comment
346,꽉잡아윤기 본업 개잘하는거 진짜 대존멋!!!!!!!!,행쇼!,2022-02-11T16:03:04Z,0,main-comment
347,와대박 아웃코스로 추월하려고 몆번하니까 앞에선수가 아웃코스쪽으로 견제하려고하자마자 바로인코스 대밧,듀렉스,2022-02-12T02:58:04Z,0,main-comment
348,아직도현역이야?하고 봤는데 대단하신분이였어..성격좋고 잼있는분인줄<br>알았는데 역시 쇼트국대클라스..,엄효정,2022-02-11T16:17:51Z,0,main-comment
349,우리 나라 선수들 진짜 멋있습니다..<br>평창올림픽 때는 몇 번을 티도 빙판에 흠집도 잘 안 보였던 거 같던데 베이징은 눈에 보기에도 너무 미끄러워보이네요..선수들 다치지 않게 메달 향해주세요!,박성주,2022-02-11T13:55:09Z,18,main-comment
350,꽉잡아윤기 ㅠㅠㅠㅜㅠㅠㅜ아침부터 눈물납니다  우리선수들화이팅,박민지,2022-02-11T23:54:35Z,0,main-comment
351,와 대박이다 곽윤기가 완전 노련하구나,호호,2022-02-12T01:36:29Z,1,main-comment
352,와 진심 꽉잡아 윤기~~짱..!!!!,Kino,2022-02-12T01:05:01Z,1,main-comment
353,곽윤기선수 정말 잘하네요.,박춘희,2022-02-12T04:10:26Z,1,main-comment
354,다 잘했지만 곽윤기선수 마지막에 찢었다.👍👍👍👍👍,파카야,2022-02-11T18:58:35Z,0,main-comment
355,와씨 곽윤기 레전드로 잘하네,Celia,2022-02-11T16:03:45Z,2,main-comment
356,다리 사이로 본다는게 ㅈㄴ 웃겼음ㅋㅋㅋㅋㅋㅋㅋㅋ진짜 ㅈㄴ 잘탄다 곽윤기ㅋㅋㅋㅋㅋㅋㅋ,오.,2022-02-11T16:02:58Z,0,main-comment
357,유튜버곽 진짜 경기운영 노련함이 묻어나오는경기였다 확실히 짬밥은무시못함,컵제로,2022-02-12T01:00:07Z,0,main-comment
358,몇번을 다시봐도 넘나 멋지다!!!<br>&#39;꽉잡아윤기&#39; 구독 꾹 ~ 눌렀어요 ㅎㅎ<br>우리 선수들 넘나 자랑스럽습니다.😊👍👏<br>남은 경기도 부상없이 선전해주시고<br>비겁한 중국에게 우리 실력 꼭 좀 보여주세요!,탱여사님,2022-02-11T13:52:09Z,142,main-comment
359,곽윤기 그는 오늘 어나더레벨이었다 !!,맑음,2022-02-11T17:51:19Z,0,main-comment
360,"<a href=""https://www.youtube.com/watch?v=gd1Ab-TeGCY&amp;t=7m34s"">7:34</a> 준환이 ㅋㅋ귀요미~| 우리나라국대들 멋져요화이팅",A Rin,2022-02-11T16:47:39Z,1,main-comment
361,꽉잡아 윤기!! 금메달 꽉잡아 윤기!! 대한민국 파이팅!!!!!!,번개구름,2022-02-12T14:39:56Z,1,main-comment
362,피니시장면 최고<br>곽윤기 너무 귀염 ㅋㅋㄱ<br>몇번을 봐도 최고👍,NiX,2022-02-12T14:36:11Z,2,main-comment
363,진짜 마지막에 곽윤기선수 대박 ❤️❤️❤️ 다른선수들도 너무너무 고생하셨어요 끝까지 화이팅!!,눕냠,2022-02-11T13:15:40Z,30,main-comment
364,어제 곽윤기 선수가  다리사이로 선수들 위치 파악하는거 보고<br>울엄마 빵 터짐ㅋㅋㅋㅋㅋㅋ,Ryan0515,2022-02-12T07:53:09Z,0,main-comment
365,으앙 눈물나요 정말 멋지네요♡♡♡♡,엄마놀이,2022-02-12T06:55:00Z,0,main-comment
366,곽윤기 젤 빠른지는 모르겠지만 스케이트를 누구보다 잘 타는거같다,권준범,2022-02-11T21:23:48Z,0,main-comment
367,꽉잡아윤기 보다가 경기영상 보면 적응안됨ㅋㅋㅋㅋㅋㅋㅋㅋ 개잘해 진짜,갓스,2022-02-11T16:31:49Z,0,main-comment
368,"멋진 경기를 보여주신 황대헌, 곽윤기, 김동욱, 이준서 선수들께 큰 박수와 환호를 보냅니다 결승에서도 좋은 결과를 만들어 후회없는 올림픽이 되셨으면 좋겠습니다!",Claude-Achille Debussy,2022-02-11T15:00:34Z,53,main-comment
369,곽윤기선수님 경기 마치고 하이파이브 너무 귀여우심 ㅋ,Je Choi,2022-02-12T01:47:30Z,1,main-comment
370,역시 쇼트트랙은 대한민국 ❤️🇰🇷,현아,2022-02-11T23:58:03Z,0,main-comment
371,곽윤기.<br>올림픽금메달 VS 유튜브골드버튼 중 골드버튼 선택했던 유튜번데 유튜버치곤 스케이트 잘타네ㅋㅋㅋㅋ<br>너무 멋지게 잘타서 구독 좋아요 누르러 갑니다ㅋㅋ,박쌤,2022-02-12T16:10:15Z,0,main-comment
372,"왠일,,선수들 왜케 멋있나,,,",류푸르매,2022-02-12T09:47:42Z,1,main-comment
373,와 곽윤기 선수 미친 스피드 보여줘서 TV보면서 소리 질렀어요 대박 정말 멋있었어요.,DW007,2022-02-11T12:49:51Z,284,main-comment
374,믿고보는 곽윤기♡<br>짱멋찜♡♡♡  <br>든든한 맏형 역활 지대루 보여줌♡<br>홀딱반함^^<br>다치지말구~~오세요~~<br>대한민국 홧팅.홧팅.홧팅♡♡♡,유후,2022-02-12T03:18:06Z,0,main-comment
375,곽윤기 진짜 미쳤네ㅋㅋㅋㅋㅋㅋ,j list,2022-02-11T23:56:11Z,0,main-comment
376,자랑스럽다.,라키아,2022-02-11T15:11:53Z,1,main-comment
377,곽윤기...계주 고인물이란 이런걸까...,홍시녀,2022-02-12T02:35:28Z,0,main-comment
378,예능인으로 느껴졌는데 이번 영상보고 진짜 국대는 국대라는 걸 느꼈습니다... 멋지네요 선수님 부상없이 결승에서도 원하는 결과 얻으시길 바랍니다🇰🇷🇰🇷👍🏻,이웃집헤테로,2022-02-11T14:28:20Z,14,main-comment
379,와 졸라 멋있다...,오택림,2022-02-12T06:20:41Z,1,main-comment
380,진짜 해드릴건 없고 꽉잡아윤기 구독하고 갑니당😊,뀨우,2022-02-11T15:07:09Z,1,main-comment
381,진짜 곽윤기 선수 치고 나가실 때 소리질렀어요!!!,시청자,2022-02-11T15:44:37Z,0,main-comment
382,하악 윤기선수 센스 쩐다 역전을 몇번이나해주네,젤리먹고싶다,2022-02-11T15:44:51Z,0,main-comment
383,곽윤기 선수님은 저번 2018 올림픽때도 너무 잘해서 믿고봤는데 이번에도 역시는 역시네요... 너무 잘하는 선수님 우리나라를 위해 열심히 노력해주시고 대한민국을 끌어올리려는 모습 너무 감사할 따름이네요 우승까지 화이팅ㅜㅜㅜ!!! 김동욱 선수님! 곽윤기 선수님 유튜브 통해서 얼굴 처음봤는데 너무 잘생겨서 그런지 더 응원하게되었던거같아요ㅎㅎㅎㅎ 너무 팬이에요ㅜㅜㅜ 다음 출전도 화이팅!!!!! 이준서 선수님 ! 저랑 친군데 이렇게 국대라니... 자랑스럽네요 ㅜㅜ 다치지말고 항상 화이팅!!! 황대헌 선수님도 곽윤기 선수님처럼 믿고 보는데 금메달 딴거 축하드리고 대한민국을 위해 노력해주셔서 감사합니다!!! 4분 다 다치지말고 끝까지 화이팅❤️,민지,2022-02-11T14:25:20Z,10,main-comment
384,다리사이로뒤에 선수보는거 짱신기...ㄷㄷ,heesun lim,2022-02-12T11:02:42Z,0,main-comment
385,쇼트트랙   선수들<br>너무  잘합니다,주원 전,2022-02-13T06:01:18Z,0,main-comment
386,와 곽윤기 추월 ㄹㅈㄷ.. 솔직히 유튜브때문에 웃긴 이미지 였는데 ㅈㄴ 멋있네.. ㅅㅂ..,몰랑이,2022-02-11T15:41:17Z,0,main-comment
387,김동욱 곽윤기 이준서 황대현 쇼트트랙 선수들 화이팅 입니다,김영래,2022-02-11T22:47:05Z,1,main-comment
388,"곽윤기 선수, 김동욱 선수, 황대헌 선수, 이준서 선수 모두 고생하셨어요~ 결승 경기도 부상 없이 마무리 했으면 좋겠어요. 항상 응원합니다~&gt;.&lt;",AHN NAKYUNG,2022-02-11T13:42:43Z,13,main-comment
389,진짜 잘파고든다ㄷㄷㄷ 중국없으니까 깔끔하다. 눈이 편안해,JEEHYE LEE,2022-02-13T01:20:27Z,1,main-comment
390,역시 대표팀맏형.  대단하다. 결승전도 화이팅.,rhs,2022-02-12T03:33:54Z,0,main-comment
391,진짜 너무 잘하시는데..진짜로 하..<br>중국이 이미 금메달 확정이라는 사실 때문에 너무 속상함..,oL i,2022-02-11T15:10:21Z,1,main-comment
392,이번에는 꼭 금메달 땄으면 좋겠다,뚠뚠뚠,2022-02-12T01:41:58Z,1,main-comment
393,"꽉윤기선수 시합 전부터 부담감이 조금 있었던거같은데, 오늘 막판에 너무 멋있었어요 진짜 그만큼 자신감 더 얻고 결승에서 힘내주세요!!!!!!!!!",tax+,2022-02-11T13:13:00Z,111,main-comment
394,중국이 올라왔지만 우리선수들 오히려 중국 꺽고 금메달 목에 걸어서 쇼트트랙은 우리나라가 강국라는 걸 다시한번 알려주세요,도무지,2022-02-11T16:20:18Z,1,main-comment
395,곽윤기ㅠㅠ 웃기기만 햤는데  쇼트트랙 잘하네ㅠㅠㅠ 오구오구ㅠㅠ,타이칸,2022-02-12T13:24:16Z,0,main-comment
396,와 곽윤기....대단하다,Zero Zoo,2022-02-12T07:35:22Z,0,main-comment
397,중국 결승에서 아무것도 못하고 혼자 쇼하다 넘어져서 실격되고 클린한 경기가 됐음 좋겠다,조현승,2022-02-12T01:10:48Z,1,main-comment
398,아니 곽윤기 선수 다들 꽉잡아 윤기 라고 뷰르는 거 너무 귀여움ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,내가 사랑한돠,2022-02-11T12:55:13Z,485,main-comment
399,곽윤기 선수님은 신이네요!!,DH,2022-02-11T15:20:40Z,0,main-comment
400,"이준서선수님.  아픈데도..진짜로  대단하심.<br>곽윤기 선수님. ㅎㅎ <br>분홍머리카락 휠날리며.<br>1위로,고씽씽. 반바퀴 남기고  추월하는..귀신",Tiffany J LEE,2022-02-11T15:21:16Z,0,main-comment
401,곽윤기 미쳤다,성이름,2022-02-11T16:00:32Z,0,main-comment
402,다리사이로 빼꼼 쳐다보는것도 웃기고 들어오자마자 지치지도 않고 카메라 정면으로 보면서 환호하는것도 웃김ㅋㅋㅋㅋㅋㅋㅋㅋ 개그캐같은데 실력으로 압살하는 것 조차 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,xxx age,2022-02-12T07:52:38Z,1,main-comment
403,꽉잡아윤기~~ ㅋㅋㅋㅋ 유튭에서는웃기기만했는뎅. 겁나 멋있네용 ㅋㅋㅋㅋ 노련해!~~ 추월하는게 너무 멋있쪄~~~~ ㅎㅎㅎ,SONG도치누나,2022-02-11T17:05:22Z,0,main-comment
404,쇼트트랙 진짜 화이팅,ً ً,2022-02-12T09:43:04Z,1,main-comment
405,와 ㅈㄴ 멋지다<br>곽윤기 👍👏🥰😍,이선호,2022-02-12T12:33:29Z,0,main-comment
406,곽윤기 넘 호감형^^ 결승도 좋은 모습 편하게 하세요,자작나무,2022-02-12T02:12:59Z,0,main-comment
407,라이브로 보면서 두번이나 추월하는 거 보고 짜릿했어요ㅋㅋㅋㅋㅋ 결승 아니니까 2등만 해도 되지 하면서 편하게 봤는데 진짜 잘하시더라구요 핑크머리도 머리카락을 날리게 하려는 빅픽처였나 싶었고요ㅋㅋㅋㅋ  결승전에서도 좋은 경기 기대하겠습니다 너무 수고하셨습니다!!,뜨신물에런전공주,2022-02-11T13:55:08Z,91,main-comment
408,곽윤기 미쳤다 ㅊㅎㅊㅎ,조명수,2022-02-11T15:27:26Z,1,main-comment
409,심장이 터질 것 같다 와아아아아아,on W,2022-02-12T21:03:00Z,0,main-comment
410,오잉 우리대한민국 선수들 너무~<br>잘하셨어요.곽운기너무잘하셨어요.우리선수들 화이팅 힘내요<br>결승전 간드아💙💙💙💙🛼🛼🛼,추내사랑,2022-02-11T15:01:43Z,0,main-comment
411,와...곽윤기선수 마지막에 ㅈㄴ빠르네...,임주환,2022-02-11T15:11:28Z,1,main-comment
412,곽윤기님 진짜 인코스로 추월하실 때 쾌감 장난아님😆😆😆<br>결승도 인코스 꽉잡아윤기!!!화이팅!!!!,판다,2022-02-11T14:34:45Z,7,main-comment
413,캬 역시 스케이트 연구가 킹윤기!,david k,2022-02-12T02:11:47Z,1,main-comment
414,꽉잡아 윤기 멋있어요~~~우리선수들 넘넘 대견하고 멋있어요 ~~~,장온유,2022-02-12T00:49:47Z,0,main-comment
415,좁은 나라에서 대단하다.ㅠㅠ,자유로운영혼,2022-02-12T11:39:48Z,0,main-comment
416,곽윤기 화이팅🔥🔥🔥,보충제에 밥말아먹기,2022-02-11T21:27:38Z,1,main-comment
417,곽윤기 선수가 다리 사이로 뒤 확인한다는 게 뭔 말인가 했더니 유심하게 보니까 보이네ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜 넘 웃겨,개복치,2022-02-12T01:47:19Z,1,main-comment
418,그냥 마지막 윤기선수님이길래 걍 심장 쫄인거 다 없어짐,줜,2022-02-11T15:23:46Z,0,main-comment
419,테크니션  입니다   역시 곽윤기선수 ~~,테크니션,2022-02-12T03:54:40Z,0,main-comment
420,진짜 미쳤다... 중국은 진짜 미쳤다ㅋㅋㅋ,구독안하면 니 미래 자식 중국인,2022-02-11T17:20:45Z,0,main-comment
421,진짜 ㅋㅋㅋㅋ 나름 되게 진지한 경기를 하고 계신 거겠지만 다리 사이로 힐끔힐끔 뒤에 있는 선수 위치 확인하는 거 넘 웃김..ㅋㅋㅋㅋ쿸,뿌링먹싶,2022-02-11T13:19:16Z,203,main-comment
422,멋있습니다 카리스마가 느껴짐😆,테니서,2022-02-11T15:15:59Z,0,main-comment
423,곽윤기 ㅠㅠㅠ 대박 ♥,MY WAY,2022-02-12T13:20:41Z,0,main-comment
424,이야 곽윤기 선수 발군의 실력,flashkim,2022-02-12T02:57:04Z,0,main-comment
425,곽윤기 선수 아직 안죽었다!!!!!!!!!!!!!!!!!!!!!!!!! 머싯다,므쯔브려,2022-02-12T04:07:52Z,1,main-comment
426,곽윤기 선수 아까 경기하시는 거 처음 뵀는데 인코스로 들어가는거랑 실력이 뛰어나신 것도 있지만 다음 선수를 밀어주는게 빠르시더라구요 그것도 결승 진출의 이유가 되지 않을까 싶네요!!,악.악.악.악,2022-02-11T13:31:58Z,93,main-comment
427,곽윤기 최고!!!!!!!!!!!!!!!!!!! 우리가 금메달이다!!!!!!!!!!!!!!!!!,rungyee gi,2022-02-11T16:19:12Z,0,main-comment
428,유튜버가 본업 하면 생기는 일 !! <br>결승 진출 축하드려요!,힙합플레이아,2022-02-11T17:57:23Z,0,main-comment
429,와우 이게 바로 대한민국 이다 고생했습니다,ss ss,2022-02-11T22:57:04Z,0,main-comment
430,"대박~~와우~~~월클래스입니다.,.화이팅입니다~🥰🥰🥰",김선윤,2022-02-11T15:44:04Z,0,main-comment
431,곽윤기라는 남자.. 존나 멋있다,윤현준,2022-02-11T15:50:04Z,0,main-comment
432,곽윤기선숰ㅋㅋㅋㅋ 머리도 핑꾸핑꾸하니 스케이트 타늦 피규어같고 넘 귀엽ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 책상 위에 올려놓고싶음ㅜㅜㅋㅋㅋㅋㅋ,Kei,2022-02-11T17:59:04Z,1,main-comment
433,곽윤기 멋있다!,정의를 맹렬하게,2022-02-11T16:44:20Z,0,main-comment
434,진짜 멋있다..굳,도아 백,2022-02-11T15:40:44Z,0,main-comment
435,팀원들 모두 너무 호흡이잘맞았고.<br>막판 곽윤기선수  아주 영리하게 인코스!<br>끝장내줬다. <br>대한민국화이팅. 금메달가자,hy p,2022-02-11T14:02:40Z,39,main-comment
436,곽윤기 최고 ㅜㅜㅜㅜ,콩콩인뎅,2022-02-12T00:33:40Z,0,main-comment
437,대한민굳 최고!!,입다스려,2022-02-11T15:10:27Z,1,main-comment
438,다 잘했지만~곽윤기선수 너무 멋져요^^♡♡,웃음꼬리,2022-02-11T15:29:45Z,0,main-comment
439,정말 너무 잘해서 멋지다,난매일바닷속을헤엄하는scubadiver,2022-02-12T00:10:03Z,0,main-comment
440,미쳣다 곽윤기... 존나멋잇어 사람이냐고 ㅠㅠ,채채,2022-02-12T08:36:24Z,0,main-comment
441,역시 곽윤기 빙상 꽉잡고있음<br>늘 짜릿해 최고야!!!!!,제리뽀,2022-02-11T18:46:19Z,0,main-comment
442,우와..깜짝이야..완전 멋있어요!,벨라랜드,2022-02-11T15:20:26Z,0,main-comment
443,와 진짜 개멋잇다..,휘우,2022-02-11T22:10:19Z,0,main-comment
444,곽윤기 선수 인코스는 진짜....ㅋㅋㅋ 원탑인듯<br>우겨넣는게 아니라 살짝 크게돌아서 스무스하게 들어가시네,조민호,2022-02-11T13:33:48Z,55,main-comment
445,해설하시는 분들의 <br>심정이  무지한 저에게도 뼛속깊이 와닿는데<br>선수와 전문가들의 눈에는 어찌한지 ~!<br>중국은 왜 저렇게까지 살려고 하는지 ~<br>!!!!!!!!&amp;~화이팅 코리아!!!<br>동계올림픽의 최고의 꽃은  역시 쇼트트렉이 분명하다!,맑은 휴일 아침,2022-02-11T15:59:38Z,0,main-comment
446,곽윤기선수~ 응원합니다.,김윤구,2022-02-11T16:17:48Z,0,main-comment
447,진짜 멋있는 사람들이다,하이큥,2022-02-11T23:58:01Z,0,main-comment
448,"<a href=""https://www.youtube.com/watch?v=gd1Ab-TeGCY&amp;t=2m27s"">2:27</a> 헝가리 푸쉬 미쳤다",정상수게이야,2022-02-11T23:38:06Z,0,main-comment
449,아니 근데 러시아도 그렇고 항상 그랫긴하지만 다들 개잘탄다 ㄹㅇ  먼가 이번 올림픽 더 쫄깃쫄깃함 그나라 없으니까 너무 재밋고 조아ㅜ,예동,2022-02-11T18:47:04Z,0,main-comment
450,베테랑이 실력까지 갖추니까 어나더레벨입니다,윌포,2022-02-12T02:07:47Z,0,main-comment
451,진짜 개잘한다...,김현식,2022-02-11T16:07:09Z,0,main-comment
452,"<a href=""https://www.youtube.com/watch?v=gd1Ab-TeGCY&amp;t=6m46s"">6:46</a> 걍 레전드닼ㅋㅋㅋ",다연,2022-02-11T16:03:33Z,1,main-comment
453,우아...곽윤기 대박이다!!!,랄라룰루,2022-02-11T23:07:16Z,0,main-comment
454,곽윤기선수 이렇게 잘하는데 왜 계주만 하시고 개인종목은 안나오셨던건가요??ㅠㅠ 나왔으면 메달은 쉽게 노려볼거 같은데,오승환,2022-02-11T16:05:02Z,0,main-comment
